sitarro	genius	per	pos-towards	1.7477777777777774	the genius mispelled genius.	2006-01-08T22:19:00
midcan5	other	per	neg-towards	-2.351111111111111	"Men often hate each other because they fear each other; they fear each other because they don't know each other; they don't know each other because they can not communicate; they can not communicate because they are separated." Martin Luther King	2012-01-29T13:57:00
midcan5	they	per	neg-towards	-1.8533333333333335	"Men often hate each other because they fear each other; they fear each other because they don't know each other; they don't know each other because they can not communicate; they can not communicate because they are separated." Martin Luther King	2012-01-29T13:57:00
midcan5	other	per	pos-towards	1.2344444444444456	"Men often hate each other because they fear each other; they fear each other because they don't know each other; they don't know each other because they can not communicate; they can not communicate because they are separated." Martin Luther King	2012-01-29T13:57:00
racewright	people	per	neg-towards	-1.2777777777777777	Bring down the USA why not his people are already a mess.	2012-02-03T11:51:00
racewright	them	per	pos-towards	1.4444444444444446	He knows there is little he can do to get his race of people to improve them selfs so what do you do --lower those races that have more.	2012-02-03T11:51:00
racewright	You	per	pos-towards	1.8488888888888884	You know like share the wealth, realy how many Herman Cains are there.	2012-02-03T11:51:00
GuyPinestra	you	per	neg-towards	-0.4299999999999997	Which you have never done, obviously...	2012-02-03T15:24:00
Soggy in NOLA	conclusion= obamacare	per	neg-towards	-0.23555555555555552	Well, considering Chucky and his fellow band of trolls explicitly exempted themselves from Obamacare, I'd say he's on shaky ground.	2011-01-05T08:51:00
Soggy in NOLA	Obama	per	neg-towards	-0.14999999999999947	People will note who moves to keep Obamacare going..	2011-01-05T10:52:00
Soggy in NOLA	Schmucky	per	neg-towards	-2.3899999999999997	He ain't that smart.	2011-01-05T11:25:00
Soggy in NOLA	Obama	per	neg-towards	-2.3899999999999997	Like Obama, he may be intelligent, but not smart.	2011-01-05T11:25:00
Soggy in NOLA	Chuck Schumer	per	pos-towards	0.884444444444445	Well, considering Chucky and his fellow band of trolls explicitly exempted themselves from Obamacare, I'd say he's on shaky ground.	2011-01-05T08:51:00
Soggy in NOLA	Obama	per	pos-towards	1.9111111111111114	Like Obama, he may be intelligent, but not smart.	2011-01-05T11:25:00
bigrebnc1775	staff	per	neg-towards	-0.23555555555555552	"The American people will be appalled to learn the health care bill exempts (congressional) leadership and committee staff."	2011-01-05T18:31:00
bigrebnc1775	they	per	neg-towards	-1.8144444444444443	After it was signed into law they found out they would lose their government helthcare.	2011-01-05T18:51:00
bigrebnc1775	They	per	neg-towards	-0.3599999999999999	They stripped that part out of the law.	2011-01-05T18:51:00
bigrebnc1775	conclusion= obamacare	per	neg-towards	-0.3599999999999999	NYT: ObamaCare may have accidentally stripped Congress of health coverage	2011-01-05T19:10:00
bigrebnc1775	Congress	org	neg-towards	-0.3599999999999999	NYT: ObamaCare may have accidentally stripped Congress of health coverage	2011-01-05T19:10:00
bigrebnc1775	who	per	pos-towards	1.1566666666666672	The democrats who voted for obamacare were asked to drop their government plan last year.	2011-01-05T09:18:00
bigrebnc1775	White House	org	pos-towards	1.4444444444444446	However it has to be approved by both the house and senate to be passed for funding.	2011-01-05T10:03:00
bigrebnc1775	democrats	org	pos-towards	0.5577777777777779	As I said the democrats had that prevision stripped out when they found out about it.	2011-01-05T18:31:00
bigrebnc1775	United States	gpe	pos-towards	1.5611111111111118	"The American people will be appalled to learn the health care bill exempts (congressional) leadership and committee staff."	2011-01-05T18:31:00
bigrebnc1775	democrats	org	pos-towards	1.1566666666666672	Explian why the democrats voted down the bill that was introduced by Sen.	2011-01-05T19:40:00
bigrebnc1775	White House	org	pos-towards	0.6666666666666661	Chuck Grassley where if it was passed the hew healthcare law would apply to the President, Vice President, cabinet members, top White House staff, and the congressional staff who drafted the measure.	2011-01-05T19:40:00
bigrebnc1775	Politifact	org	pos-towards	1.413333333333333	PolitiFact said it was mostly true.	2011-01-05T19:42:00
WillowTree	demoncrats	per	pos-towards	1.4444444444444446	As I reacll a Republican offered an amendment asking all demoncrats to agree that congress should be on whatever care they passed for the rest of America.	2011-01-05T09:22:00
WillowTree	United States	gpe	pos-towards	2.113333333333334	As I reacll a Republican offered an amendment asking all demoncrats to agree that congress should be on whatever care they passed for the rest of America.	2011-01-05T09:22:00
jillian	Chuck Schumer	per	neg-towards	-0.2511111111111113	schumer doesn't use the federal health insurance he's entitled to.	2011-01-05T09:30:00
jillian	Chuck Schumer	per	neg-towards	-1.3711111111111114	i was almost sorry i didn't watch sharon angle wipe out because he'd have been the next senate majority leader if reid lost.	2011-01-05T11:30:00
jillian	leader	per	neg-towards	-0.46111111111111125	i was almost sorry i didn't watch sharon angle wipe out because he'd have been the next senate majority leader if reid lost.	2011-01-05T11:30:00
jillian	someone	per	neg-towards	-1.666666666666667	but i also know when someone is dumb as toast...	2011-01-05T11:30:00
jillian	Chuck Schumer	per	pos-towards	-0.2511111111111113	schumer doesn't use the federal health insurance he's entitled to.	2011-01-05T09:30:00
jillian	Claudette	per	pos-towards	1.0166666666666666	Jillian is right.	2011-01-05T09:53:00
jillian	who	per	pos-towards	1.1255555555555556	and i'm still not following why the people who would probably benefit most from this are the most ill-informed and irrational. *shrug*	2011-01-05T10:01:00
jillian	Chuck Schumer	per	pos-towards	2.1677777777777774	and even if they were all rolled up together, chuck would still be smarter.	2011-01-05T10:54:00
jillian	Harvard Law School	org	pos-towards	1.0555555555555554	schumer was valdictorian of madison high school, scored a perfect 1600 on his SAT's and went on to Harvard College and Harvard Law School where he earned his juris doctor with honors.	2011-01-05T11:20:00
jillian	snookie bear	per	pos-towards	2.0277777777777786	ya know, snookie bear, chuck was pretty popular as a congressman.	2011-01-05T11:30:00
jillian	congressman	per	pos-towards	2.0277777777777786	ya know, snookie bear, chuck was pretty popular as a congressman.	2011-01-05T11:30:00
jillian	constituents	per	pos-towards	2.0588888888888883	and his constituents are pretty pleased with him.	2011-01-05T11:30:00
jillian	Chuck Schumer	per	pos-towards	2.0588888888888883	and his constituents are pretty pleased with him.	2011-01-05T11:30:00
jillian	Chuck Schumer	per	pos-towards	1.934444444444444	i was almost sorry i didn't watch sharon angle wipe out because he'd have been the next senate majority leader if reid lost.	2011-01-05T11:30:00
jillian	someone	per	pos-towards	1.833333333333334	i know when someone is just book bright.	2011-01-05T11:30:00
Claudette	Dem Clowns	org	neg-towards	-1.4333333333333336	The Dem Clowns know a flatulant stinker when they pass it.	2011-01-05T09:46:00
Claudette	OL'BO	org	neg-towards	-1.3711111111111114	Let the Senate or OL'BO's veto pen stop it.	2011-01-05T09:53:00
Claudette	conclusion= obamacare	per	pos-towards	1.833333333333334	WOW. I though Obamacare was the greatest.	2011-01-05T09:41:00
Claudette	Blasty	org	pos-towards	0.7211111111111119	Don't hold your breath there Blasty.	2011-01-05T09:46:00
Claudette	Jillian	per	pos-towards	1.0166666666666666	Jillian is right.	2011-01-05T09:53:00
Pale Rider	their	per	neg-towards	0.06777777777777771	now the dems know how everybody else felt while they were dishing out their fuck yous.	2011-01-05T09:41:00
Pale Rider	conservatives	per	neg-towards	-0.2511111111111113	I'm thinking it will be definitely be defunded, cut off at the knees, and be an irrelevant bill that goes no where that will be easy to fully repeal in 2012 when conservatives take back the White House.	2011-01-05T09:56:00
Pale Rider	White House	org	neg-towards	-0.29777777777777814	I'm thinking it will be definitely be defunded, cut off at the knees, and be an irrelevant bill that goes no where that will be easy to fully repeal in 2012 when conservatives take back the White House.	2011-01-05T09:56:00
Pale Rider	conservatives	per	pos-towards	-0.2511111111111113	I'm thinking it will be definitely be defunded, cut off at the knees, and be an irrelevant bill that goes no where that will be easy to fully repeal in 2012 when conservatives take back the White House.	2011-01-05T09:56:00
blastoff	conclusion= obamacare	per	neg-towards	-2.04	As more and more negatives about ObamaCare come to light - extensions to unions, cost increases, etc. - the Republicans should pass a series of corrective bills.	2011-01-05T10:45:00
blastoff	Republicans	org	neg-towards	-0.2588888888888894	But they'll be teeing up all the bad stuff for the voters and reminding them the Dimocrats are standing in the way of proposed various fixes.	2011-01-05T10:45:00
blastoff	voters	per	neg-towards	-0.2588888888888894	But they'll be teeing up all the bad stuff for the voters and reminding them the Dimocrats are standing in the way of proposed various fixes.	2011-01-05T10:45:00
blastoff	they	per	pos-towards	1.6466666666666665	No reason the House and Senate members shouldn't be in the same ObamaCare boat as the rest of us, so if they're not the House Republicans should get a bill going that brings them onboard.	2011-01-05T09:44:00
whitehall	Chuck Schumer	per	neg-towards	-0.5388888888888888	When Upchuck Schumer has to troll for support on Huff'NPuff and the dozens of George Soros affiliated liberal blog sites you know the democrat party is in disarray.	2011-01-05T09:46:00
whitehall	republicans	per	neg-towards	-1.588888888888889	When republicans complained about being literally shut out of discussions about the HC bill Obama replied with two words "we won".	2011-01-05T09:46:00
whitehall	Obama	per	neg-towards	-1.588888888888889	When republicans complained about being literally shut out of discussions about the HC bill Obama replied with two words "we won".	2011-01-05T09:46:00
whitehall	Huff'NPuff	per	pos-towards	1.358888888888889	When Upchuck Schumer has to troll for support on Huff'NPuff and the dozens of George Soros affiliated liberal blog sites you know the democrat party is in disarray.	2011-01-05T09:46:00
whitehall	Obama	per	pos-towards	0.7833333333333332	When republicans complained about being literally shut out of discussions about the HC bill Obama replied with two words "we won".	2011-01-05T09:46:00
whitehall	they	per	pos-towards	2.517777777777779	Now democrats are holed up in a political bunker pretending they won.	2011-01-05T09:46:00
LibocalypseNow	others	per	neg-towards	-1.4722222222222223	Wow another disingenuous Hypocrite calling others Hypocrites.	2011-01-05T11:55:00
LibocalypseNow	Chuck Schumer	per	neg-towards	-1.4799999999999995	Schumer is a corrupt dunce.	2011-01-05T11:55:00
Greenbeard	lawmakers	per	neg-towards	-0.23555555555555552	Coburn's quote may make it sound like lawmakers and congressional staff are exempt from broader health care reform, but they are not.	2011-01-05T18:35:00
Greenbeard	staff	per	neg-towards	-1.581111111111111	Instead, he's talking about a specific provision in the bill that would require lawmakers and their staff to buy health insurance through an exchange, a virtual marketplace where consumers can pick and choose among plans based on coverage and price.	2011-01-05T18:35:00
Greenbeard	aides	per	neg-towards	-1.238888888888889	To our knowledge, members of Congress and their aides are the only people who are being forced to give up their employer's health care plan -- in this case, one administered by the federal government.	2011-01-05T18:35:00
Greenbeard	members	per	neg-towards	-1.8144444444444443	At no point is there every any doubt--on anyone's part, anywhere--that members of Congress themselves lose their FEHBP privileges.	2011-01-05T18:48:00
Greenbeard	one	per	neg-towards	-2.04	Again, no one, anywhere, disputes that.	2011-01-05T19:15:00
Greenbeard	Revere	per	neg-towards	-1.83	Greenbeard is a lying sack of shit, government hack who can't defend his bullshit on its merits, he only compares it to other things which bear no resemblance to justify it.	2011-01-05T20:40:00
Greenbeard	Revere	per	neg-towards	-1.612222222222222	Greenbeard doesn't know a fuckign thing about heathcare.	2011-01-05T20:40:00
Greenbeard	Revere	per	neg-towards	-1.6277777777777782	He's a bureaucrat, and a a liar, and a lousy one at that.	2011-01-05T20:40:00
Greenbeard	Members	per	pos-towards	1.0166666666666666	Members of Congress will no longer be eligible for the Federal Employee Health Benefits Plan under the reform law.	2011-01-05T17:27:00
Greenbeard	Federal Employee Health Benefits Plan	org	pos-towards	1.0166666666666666	Members of Congress will no longer be eligible for the Federal Employee Health Benefits Plan under the reform law.	2011-01-05T17:27:00
Greenbeard	they	per	pos-towards	1.4444444444444446	Yes, they agreed to give up their current plans and enter the exchanges.	2011-01-05T17:27:00
Greenbeard	GOP	org	pos-towards	2.0122222222222224	Jesus Christ, this is a GPO link with "[111th Congress Public Law 148]" at the top.	2011-01-05T18:24:00
Greenbeard	lawmakers	per	pos-towards	1.8488888888888884	Coburn's quote may make it sound like lawmakers and congressional staff are exempt from broader health care reform, but they are not.	2011-01-05T18:35:00
Greenbeard	consumers	per	pos-towards	0.5966666666666676	Instead, he's talking about a specific provision in the bill that would require lawmakers and their staff to buy health insurance through an exchange, a virtual marketplace where consumers can pick and choose among plans based on coverage and price.	2011-01-05T18:35:00
Greenbeard	employer	per	pos-towards	1.296666666666666	To our knowledge, members of Congress and their aides are the only people who are being forced to give up their employer's health care plan -- in this case, one administered by the federal government.	2011-01-05T18:35:00
Greenbeard	members	per	pos-towards	1.0166666666666666	Looks like we're back where we started: members of Congress are no longer eligible for the FEHBP, they have to buy coverage through state exchanges.	2011-01-05T18:35:00
Greenbeard	they	per	pos-towards	1.8488888888888884	Looks like we're back where we started: members of Congress are no longer eligible for the FEHBP, they have to buy coverage through state exchanges.	2011-01-05T18:35:00
Greenbeard	members	per	pos-towards	1.0166666666666666	Let me try and make this very clear for you: members of Congress will no longer be eligible for the Federal Employee Health Benefits Plan, they will be buying insurance through state exchanges.	2011-01-05T18:48:00
Greenbeard	Federal Employee Health Benefits Plan	org	pos-towards	1.296666666666666	Let me try and make this very clear for you: members of Congress will no longer be eligible for the Federal Employee Health Benefits Plan, they will be buying insurance through state exchanges.	2011-01-05T18:48:00
Greenbeard	folks	per	pos-towards	1.4444444444444446	Quite a few folks have lost the ability to distinguish fact from fiction.	2011-01-05T19:16:00
Greenbeard	RDD_1210	per	pos-towards	1.4288888888888884	(Greenbeard: That's the only game they know)	2011-01-05T20:38:00
Revere	FEHB	org	neg-towards	-0.8111111111111118	The FEHB is not an exchange.	2011-01-05T18:43:00
Revere	Those	per	neg-towards	-0.8111111111111118	Those aren't exchanges as Obamacare will regulate them.	2011-01-05T18:44:00
Revere	who	per	neg-towards	-1.9466666666666668	In 2014, long after the jackasses who destroyed the nation's health care system are gone.	2011-01-05T18:52:00
Revere	Greenbeard	per	neg-towards	-1.83	Greenbeard is a lying sack of shit, government hack who can't defend his bullshit on its merits, he only compares it to other things which bear no resemblance to justify it.	2011-01-05T20:40:00
Revere	Greenbeard	per	neg-towards	-1.6277777777777782	He's a bureaucrat, and a a liar, and a lousy one at that.	2011-01-05T20:40:00
Revere	FEHB	org	pos-towards	1.1255555555555556	FEHB is a large group health benefit from which Federal employees can chose from a number of for profit, commercial carriers.	2011-01-05T18:31:00
Revere	carriers	veh	pos-towards	1.934444444444444	FEHB is a large group health benefit from which Federal employees can chose from a number of for profit, commercial carriers.	2011-01-05T18:31:00
Revere	conclusion= obamacare	per	pos-towards	1.2888888888888888	It's not an "exchange" as Obamacare is designing them.	2011-01-05T18:31:00
Revere	them	per	pos-towards	1.2888888888888888	It's not an "exchange" as Obamacare is designing them.	2011-01-05T18:31:00
Revere	anyone	per	pos-towards	1.8488888888888884	It's a collection of large group, commercial, for profit plans, just like anyone else with an employer as large as the Federal government would offer.	2011-01-05T18:43:00
Revere	employer	per	pos-towards	1.8488888888888884	It's a collection of large group, commercial, for profit plans, just like anyone else with an employer as large as the Federal government would offer.	2011-01-05T18:43:00
Revere	nation	gpe	pos-towards	1.296666666666666	In 2014, long after the jackasses who destroyed the nation's health care system are gone.	2011-01-05T18:52:00
Cecilie1200	Democrat Party	org	neg-towards	-0.5855555555555556	It's good to know stupidity isn't just reserved for the lower levels of the Democrat Party, but is shared equally among all members.	2011-01-05T21:00:00
Cecilie1200	UNEARNED	org	neg-towards	-0.29777777777777814	I can't believe I'm having to ask YET AGAIN what the fuck employee health benefits, included as part of one's employment deal, has to do with UNEARNED healthcare coverage given out to people who are NOT government employees as a handout program by the Nanny State.	2011-01-05T21:00:00
Cecilie1200	Flaylo	per	neg-towards	-1.4799999999999995	But apparently, some ignorant leftist twits - yes, I mean you, Flaylo, in case that was too subtle for you - have to have their noses rubbed in reality over and over, much like a none-too-bright dog needs his nose rubbed in his own feces to be housetrained.	2011-01-05T21:00:00
Cecilie1200	Huffington Post	org	neg-towards	-1.666666666666667	I don't think even you can pretend that the Huffington Post wasn't tacitly agreeing with and supporting Schumer's disingenuous presentation of things.	2011-01-05T21:03:00
Cecilie1200	members	per	pos-towards	0.8377777777777782	It's good to know stupidity isn't just reserved for the lower levels of the Democrat Party, but is shared equally among all members.	2011-01-05T21:00:00
Cecilie1200	Flaylo	per	pos-towards	1.1566666666666672	But apparently, some ignorant leftist twits - yes, I mean you, Flaylo, in case that was too subtle for you - have to have their noses rubbed in reality over and over, much like a none-too-bright dog needs his nose rubbed in his own feces to be housetrained.	2011-01-05T21:00:00
Cecilie1200	Huffington Post	org	pos-towards	1.358888888888889	I don't think even you can pretend that the Huffington Post wasn't tacitly agreeing with and supporting Schumer's disingenuous presentation of things.	2011-01-05T21:03:00
Cecilie1200	Flaylo	per	pos-towards	1.1566666666666672	And frankly, Flaylo should pull his head out of both the leftist blogs and his own rectum and learn to read REAL news sources and think of the implications for himself.	2011-01-05T21:03:00
random3434	Muslim Brotherhood	org	neg-towards	-1.8533333333333335	Mubarak wants to step down, but isn't yet for fear of the Muslim Brotherhood taking over if he does.	2011-02-03T12:27:00
random3434	THEM	per	neg-towards	-0.7566666666666668	If protesters don't disperse they WON'T USE FORCE AGAINST THEM.	2011-02-03T12:27:00
Valerie	who	per	neg-towards	-1.7055555555555557	Yeah, that's the sticking point...Making sure those who have hostility toward Democracy and/or want to destroy Israel do not end up in charge.	2011-02-03T12:35:00
Valerie	Israel	gpe	neg-towards	-1.9466666666666668	Yeah, that's the sticking point...Making sure those who have hostility toward Democracy and/or want to destroy Israel do not end up in charge.	2011-02-03T12:35:00
elvis	Barack Obama s	per	neg-towards	-2.592222222222222	and when he killed that fly...	2011-02-03T21:21:00
elvis	Hosni Mubarak	per	pos-towards	1.8488888888888884	sounds like Mubarek needs to stay in power.	2011-02-03T12:36:00
Kalam	They	per	neg-towards	-0.8888888888888893	They aren't attempting a takeover (and would be promptly put down by the military if they did) and are among the many individuals and groups demanding a transitional unity government.	2011-02-03T12:38:00
Kalam	Saddam Hussein	per	neg-towards	-2.7866666666666666	Saddam Hussein tortured and killed his fair share of Islamists but he certainly didn't stop them from operating in other countries.	2011-02-04T09:35:00
Kalam	Saddam Hussein	per	pos-towards	1.187777777777777	Saddam Hussein tortured and killed his fair share of Islamists but he certainly didn't stop them from operating in other countries.	2011-02-04T09:35:00
Kalam	Islamist	per	pos-towards	0.8377777777777782	Saddam Hussein tortured and killed his fair share of Islamists but he certainly didn't stop them from operating in other countries.	2011-02-04T09:35:00
uscitizen	group	org	pos-towards	0.9933333333333341	The brotherhood sounds like a mafia group or something with their own ambitions aside from democracy.	2011-02-03T12:42:00
High_Gravity	Hosni Mubarak	per	neg-towards	0.06777777777777771	There needs to be a proper transfer of power, I don't think the protestors are being reasonable asking him to just get the fuck out right now.	2011-02-04T07:03:00
High_Gravity	people	per	neg-towards	-1.8766666666666665	If he stays people are still pissed because they want him gone.	2011-02-04T07:38:00
High_Gravity	citizens	per	neg-towards	-0.2511111111111113	Thats like asking the citizens of Detroit to follow the example of the Japanese people.	2011-02-04T13:09:00
High_Gravity	they	per	neg-towards	-0.2511111111111113	I'm not saying they want to follow in the footsteps of anyone.	2011-02-04T13:30:00
High_Gravity	Hosni Mubarak	per	pos-towards	1.3977777777777787	Mubarak has said if he just steps down the country will descend into anarchy, he is 100% correct.	2011-02-04T07:03:00
High_Gravity	protestors	per	pos-towards	1.3200000000000003	There needs to be a proper transfer of power, I don't think the protestors are being reasonable asking him to just get the fuck out right now.	2011-02-04T07:03:00
High_Gravity	they	per	pos-towards	0.5966666666666676	they have nothing in common the culture and way of thinking of the people is completely different, people that say these things are reaching.	2011-02-04T11:43:00
High_Gravity	people	per	pos-towards	1.8955555555555552	they have nothing in common the culture and way of thinking of the people is completely different, people that say these things are reaching.	2011-02-04T11:43:00
ScreamingEagle	Barack Obama s	per	pos-towards	1.2655555555555544	yeah...he wouldn't want to tip his hand...	2011-02-03T12:47:00
ScreamingEagle	Barack Obama s	per	pos-towards	1.8488888888888884	He's the one who likes to play footsie with the jihadists...	2011-02-03T20:18:00
ScreamingEagle	Egypt	gpe	pos-towards	1.8099999999999996	Probably the best example for Egypt to follow would be Turkey...	2011-02-04T12:11:00
LibocalypseNow	streets	fac	neg-towards	-1.487777777777778	But on the streets it's all about that "Evil America" stuff.	2011-02-03T13:51:00
LibocalypseNow	They	per	neg-towards	-0.2511111111111113	They take the cash but as soon as things go to shite in their Hellholes,it quickly becomes all about blaming that "Evil Imperialist America." But hey,we wanted to be an Empire and this is the result.	2011-02-03T13:51:00
LibocalypseNow	They	per	pos-towards	2.517777777777779	They won.	2011-02-03T13:19:00
LibocalypseNow	Barack Obama s	per	pos-towards	0.5966666666666676	He's just speaking reason now.	2011-02-03T13:19:00
LibocalypseNow	They	per	pos-towards	2.517777777777779	They won,so now it's time for them to go home and get back to work.	2011-02-03T13:19:00
LibocalypseNow	Hellholes	org	pos-towards	2.782222222222222	These Hellholes just love taking our cash &amp; weapons while smiling to our face.	2011-02-03T13:51:00
LibocalypseNow	Arabs	per	pos-towards	1.833333333333334	The Arabs especially,are great at snookering us on Foreign Aid.	2011-02-03T13:51:00
LibocalypseNow	Foreign Aid	org	pos-towards	1.4288888888888884	The Arabs especially,are great at snookering us on Foreign Aid.	2011-02-03T13:51:00
LibocalypseNow	Pakistanis	per	pos-towards	1.833333333333334	The Pakistanis are great at it too.	2011-02-03T13:51:00
LibocalypseNow	They	per	pos-towards	-0.2511111111111113	They take the cash but as soon as things go to shite in their Hellholes,it quickly becomes all about blaming that "Evil Imperialist America." But hey,we wanted to be an Empire and this is the result.	2011-02-03T13:51:00
B. Kidd	protestors	per	pos-towards	1.8488888888888884	Yeah, the protestors should act like Americans putting civility before corruption.	2011-02-03T13:25:00
B. Kidd	Americans	per	pos-towards	1.8488888888888884	Yeah, the protestors should act like Americans putting civility before corruption.	2011-02-03T13:25:00
ekrem	Egypt	gpe	neg-towards	-1.83	Due to the demonstrations in Egypt, world media attention lies on Egypt.	2011-02-03T13:34:00
ekrem	demonstrators	per	neg-towards	-1.0755555555555558	The demonstrators are right to demand Mubarrak's immediate stepping down from his position.	2011-02-03T13:34:00
ekrem	They	per	neg-towards	-0.39111111111111097	They've risked a lot, and if they stop their protests now and accept Mubarrak's solution that Mubarak will continue to lead the country until September, then the regime might use the time to crack-down on the demonstrators and secure the survival of the regime.	2011-02-03T13:34:00
ekrem	Egypt	gpe	pos-towards	1.195555555555556	Due to the demonstrations in Egypt, world media attention lies on Egypt.	2011-02-03T13:34:00
ekrem	Hosni Mubarak	per	pos-towards	0.08333333333333393	Mubarak wants the focus gone, so his regime can return to 'business as usual'.	2011-02-03T13:34:00
ekrem	regime	org	pos-towards	0.6277777777777773	Mubarak wants the focus gone, so his regime can return to 'business as usual'.	2011-02-03T13:34:00
ekrem	demonstrators	per	pos-towards	1.0166666666666666	The demonstrators are right to demand Mubarrak's immediate stepping down from his position.	2011-02-03T13:34:00
ekrem	they	per	pos-towards	1.2888888888888888	They've risked a lot, and if they stop their protests now and accept Mubarrak's solution that Mubarak will continue to lead the country until September, then the regime might use the time to crack-down on the demonstrators and secure the survival of the regime.	2011-02-03T13:34:00
ekrem	regime	org	pos-towards	1.887777777777778	They've risked a lot, and if they stop their protests now and accept Mubarrak's solution that Mubarak will continue to lead the country until September, then the regime might use the time to crack-down on the demonstrators and secure the survival of the regime.	2011-02-03T13:34:00
ekrem	organization	org	pos-towards	0.5577777777777779	An organization has an 'ideological' strength, member-strength and something very real ($).	2011-02-03T14:11:00
Meister	United States	gpe	neg-towards	-2.351111111111111	There could very well be an American hating government to emerge if this isn't done right.	2011-02-03T15:35:00
Meister	countries	gpe	neg-towards	-1.8144444444444443	Also, seeing how we are standing on the sidelines....we may very well lose credibility with other countries in that region.	2011-02-03T15:35:00
Meister	Barack Obama s	per	neg-towards	-0.818888888888889	I don't trust Obama to do anything right, he hasn't shown it yet....oh, except with those teenage pirates a couple of years ago.	2011-02-03T21:00:00
Meister	countries	gpe	pos-towards	1.4444444444444446	Also, seeing how we are standing on the sidelines....we may very well lose credibility with other countries in that region.	2011-02-03T15:35:00
Meister	people	per	pos-towards	1.4833333333333334	I hoping Egypt's people will see it's done right.	2011-02-03T21:00:00
Meister	Barack Obama s	per	pos-towards	0.20777777777777828	I don't trust Obama to do anything right, he hasn't shown it yet....oh, except with those teenage pirates a couple of years ago.	2011-02-03T21:00:00
bigrebnc1775	egypt	veh	pos-towards	1.195555555555556	I just found out code pink went to egypt to help with the protest.	2011-02-03T21:33:00
bigrebnc1775	Egypt	gpe	pos-towards	1.1566666666666672	There's more to the story than just the Egyptian people vs.	2011-02-04T09:17:00
bigrebnc1775	Iran	gpe	pos-towards	0.7133333333333329	I at one time recently thought this was a freedom issue, but after further research I think we are looking at another Iranian type government.	2011-02-04T09:35:00
bigrebnc1775	Hosni Mubarak	per	pos-towards	1.358888888888889	Now for the steps to take to keep this from happening is give some support not military support but some support to Murbarack.	2011-02-04T09:35:00
georgephillip	Arabs	per	neg-towards	-2.0555555555555554	"According to polls released by the Brookings Institution in August, some Arabs agree with Washington and Western commentators that Iran is a threat: 10 percent.	2011-02-03T22:13:00
georgephillip	commentators	per	neg-towards	-2.0555555555555554	"According to polls released by the Brookings Institution in August, some Arabs agree with Washington and Western commentators that Iran is a threat: 10 percent.	2011-02-03T22:13:00
georgephillip	Iran	gpe	neg-towards	-2.0555555555555554	"According to polls released by the Brookings Institution in August, some Arabs agree with Washington and Western commentators that Iran is a threat: 10 percent.	2011-02-03T22:13:00
georgephillip	population	per	neg-towards	-0.3988888888888886	"This uprising does not belong to a specific segment of the population – and as much as some in the West might like to present it in a sectarian or partisan light, this is an Egyptian uprising.	2011-02-04T07:36:00
georgephillip	Hosni Mubarak	per	neg-towards	-2.242222222222223	" My own family in Egypt, who are Christian, are gratified by the demonstrations of solidarity between Muslims and Christians in the face of grave circumstances, the rotten fruits of Mubarak's reign.	2011-02-04T07:36:00
georgephillip	Egypt	gpe	neg-towards	-0.7566666666666668	Chaos leading to democracy is a real possibility in Egypt.	2011-02-04T18:04:00
georgephillip	companies	org	neg-towards	-0.5388888888888888	"Just two U.S.-owned oil companies  Exxon and Occidental  now lease concessions on Iraq gigantic reserves.	2011-02-04T18:04:00
georgephillip	Yemen	gpe	neg-towards	-1.3399999999999999	"Already Yemen is shaky. Jordan trembles.	2011-02-04T18:04:00
georgephillip	Jordan	per	neg-towards	-1.5266666666666668	"Already Yemen is shaky. Jordan trembles.	2011-02-04T18:04:00
georgephillip	Muslim Brotherhood	org	neg-towards	-0.927777777777778	" The Empire would send in the 101st Airborne, even as Osama bin Laden heads west from the Hindu Kush and the dollar plummets south.	2011-02-04T18:04:00
georgephillip	101st Airborne	per	neg-towards	-0.927777777777778	" The Empire would send in the 101st Airborne, even as Osama bin Laden heads west from the Hindu Kush and the dollar plummets south.	2011-02-04T18:04:00
georgephillip	who	per	neg-towards	-1.8455555555555558	"Mubarak ' is like Dracula,' said Youssef Nada, an Egyptian-born banker who served for decades as the Muslim Brotherhoods de facto 'foreign minister' and remains an influential adviser. 'He is a ruthless dictator who betrayed his people and killed a lot of people.	2011-02-04T18:24:00
georgephillip	Hosni Mubarak	per	neg-towards	-1.8455555555555558	"Mubarak ' is like Dracula,' said Youssef Nada, an Egyptian-born banker who served for decades as the Muslim Brotherhoods de facto 'foreign minister' and remains an influential adviser. 'He is a ruthless dictator who betrayed his people and killed a lot of people.	2011-02-04T18:24:00
georgephillip	Saddam Hussein	per	neg-towards	-2.6933333333333334	"Mubarak ' is like Dracula,' said Youssef Nada, an Egyptian-born banker who served for decades as the Muslim Brotherhoods de facto 'foreign minister' and remains an influential adviser. 'He is a ruthless dictator who betrayed his people and killed a lot of people.	2011-02-04T18:24:00
georgephillip	people	per	neg-towards	-2.6933333333333334	"Mubarak ' is like Dracula,' said Youssef Nada, an Egyptian-born banker who served for decades as the Muslim Brotherhoods de facto 'foreign minister' and remains an influential adviser. 'He is a ruthless dictator who betrayed his people and killed a lot of people.	2011-02-04T18:24:00
