Avatar4321	Anthony Weiner	per	pos-towards	1.1177777777777784	And Weiner highlighted why he should go into early retirement.	2010-08-12T10:07:00
Epsilon Delta	woman	per	neg-towards	-0.6633333333333331	Hopefully they'll finish the job of eliminating every savage man, savage woman, and savage child in all of Palestine sooner rather than later so that all of you can be very happy and be able to flip that channel with a little more peace of mind.	2011-05-20T13:58:00
Epsilon Delta	child	per	neg-towards	-0.6633333333333331	Hopefully they'll finish the job of eliminating every savage man, savage woman, and savage child in all of Palestine sooner rather than later so that all of you can be very happy and be able to flip that channel with a little more peace of mind.	2011-05-20T13:58:00
Epsilon Delta	all	gpe	neg-towards	-0.6633333333333331	Hopefully they'll finish the job of eliminating every savage man, savage woman, and savage child in all of Palestine sooner rather than later so that all of you can be very happy and be able to flip that channel with a little more peace of mind.	2011-05-20T13:58:00
Epsilon Delta	countries	gpe	neg-towards	-1.7055555555555557	Islamic countries is meaningless.	2011-05-20T14:59:00
Epsilon Delta	Israel Asswipe	gpe	neg-towards	-1.168888888888889	I can't quite comprehend why the American tax-payer accepts giving foreign aid to a wealthy and highly developed economy such as Israel, but that's for them to decide.	2011-05-20T14:59:00
Epsilon Delta	countries	gpe	neg-towards	-2.226666666666667	Foreign aid should be economic assistance to the poorest of countries, be them Jewish, Arab, Latino, White, Black or Orange.	2011-05-20T14:59:00
Epsilon Delta	Saudi Arabia	gpe	neg-towards	-1.0366666666666666	The treatment of Copts in Egypt has been shameful, Shia Muslims in Saudi Arabia are treated like dogs, and in Iraq they used to be.	2011-05-20T14:59:00
Epsilon Delta	they	org	neg-towards	-2.008888888888889	But to claim that " they are worse" as a defense for the behavior of any state be is equally as shameful.	2011-05-20T14:59:00
Epsilon Delta	state	gpe	neg-towards	-0.8111111111111118	Rights cannot be relative, a state that claims to follow the rule of law can't excuse itself from abuses by pointing to others' behavior, lest it admits to being just as bad.	2011-05-20T14:59:00
Epsilon Delta	Mexicans	per	neg-towards	-2.351111111111111	Mexicans illegally cross and settle across the border, and many Americans hate that and feel it is their right to go 'round huntin' 'em Mexicans.	2011-05-20T17:31:00
Epsilon Delta	border	loc	neg-towards	-2.351111111111111	Mexicans illegally cross and settle across the border, and many Americans hate that and feel it is their right to go 'round huntin' 'em Mexicans.	2011-05-20T17:31:00
Epsilon Delta	Americans	per	neg-towards	-2.351111111111111	Mexicans illegally cross and settle across the border, and many Americans hate that and feel it is their right to go 'round huntin' 'em Mexicans.	2011-05-20T17:31:00
Epsilon Delta	border	loc	neg-towards	-0.29777777777777814	And they want their government to round them up and send 'em all back across the border, too!!	2011-05-20T17:31:00
Epsilon Delta	they	per	neg-towards	-0.5	And they *gasp* vote in people who claim they will get rid of the illegal settlers in their country!!!	2011-05-20T17:31:00
Epsilon Delta	Muslim	per	neg-towards	-0.5	And they *gasp* vote in people who claim they will get rid of the illegal settlers in their country!!!	2011-05-20T17:31:00
Epsilon Delta	Americans	per	neg-towards	-2.0711111111111107	Americans also don't like when foreigners come in and settle their place illegally!	2011-05-20T17:31:00
Epsilon Delta	Mexico City	gpe	neg-towards	-2.2188888888888885	AND THEY'RE NOT EVEN BEING MILITARILY OCCUPIED AND HUMILIATED BY MEXICO to get violent over it!!	2011-05-20T17:31:00
Epsilon Delta	Israel Asswipe	gpe	neg-towards	-0.5933333333333337	Israel can illegally settle the West Bank and Gaza because they can, but Mexico can't settle the South West because it can't!.	2011-05-20T17:31:00
Epsilon Delta	Mexico City	gpe	neg-towards	-0.5933333333333337	Israel can illegally settle the West Bank and Gaza because they can, but Mexico can't settle the South West because it can't!.	2011-05-20T17:31:00
Epsilon Delta	West Bank	loc	neg-towards	-0.5933333333333337	Israel can illegally settle the West Bank and Gaza because they can, but Mexico can't settle the South West because it can't!.	2011-05-20T17:31:00
Epsilon Delta	Palestinian Territories	gpe	neg-towards	-1.6044444444444448	Murder every last one of those dirty Palestinian savages, because you can!	2011-05-20T17:31:00
Epsilon Delta	German	gpe	neg-towards	-2.7477777777777774	This one crazy ass motherfucker in Germany wanted to take over Europe, he unleashed a massive wave of death and destruction over the entire world until he was finally stopped in 1945.	2011-05-20T18:20:00
Epsilon Delta	he	per	neg-towards	-0.4222222222222225	This one crazy ass motherfucker in Germany wanted to take over Europe, he unleashed a massive wave of death and destruction over the entire world until he was finally stopped in 1945.	2011-05-20T18:20:00
Epsilon Delta	world	loc	neg-towards	-0.4222222222222225	This one crazy ass motherfucker in Germany wanted to take over Europe, he unleashed a massive wave of death and destruction over the entire world until he was finally stopped in 1945.	2011-05-20T18:20:00
Epsilon Delta	German	gpe	neg-towards	-1.69	They did this so that a framework would be in place so that what no other country could legally behave the way Nazi Germany did (defeating weaker powers and annexing their territory).	2011-05-20T18:20:00
Epsilon Delta	territory	gpe	neg-towards	-0.5700000000000003	They did this so that a framework would be in place so that what no other country could legally behave the way Nazi Germany did (defeating weaker powers and annexing their territory).	2011-05-20T18:20:00
Epsilon Delta	Dennis Kucinich	per	neg-towards	-2.187777777777778	But of course all of this is total bullshit to you.	2011-05-20T18:20:00
Epsilon Delta	Hitler	per	neg-towards	-2.848888888888889	Hitler could murder all the Jews in Germany, because there were more Germans and they were more powerful: Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	Jewish	per	neg-towards	-2.848888888888889	Hitler could murder all the Jews in Germany, because there were more Germans and they were more powerful: Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	German	gpe	neg-towards	-2.848888888888889	Hitler could murder all the Jews in Germany, because there were more Germans and they were more powerful: Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	them	per	neg-towards	-1.9466666666666668	Hutus were more numerous and more powerful in Rwanda than Tutsis, they were right in destroying them: Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	Armenians	per	neg-towards	-1.9466666666666668	Turkey was more powerful than Armenia, it had a right to destroy Armenians because: Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	president	per	pos-towards	0.7755555555555551	I'm just stunned because from the speech it is entirely clear that Obama is as staunch a "supporter of Israel" as any other American president for the past 50 years.	2011-05-20T13:58:00
Epsilon Delta	Barack HUSSEIN Obama	per	pos-towards	0.6822222222222223	He totally and completely demolished the chances at an international recognition of the Palestinian State in the upcoming UN General Assembly.	2011-05-20T13:58:00
Epsilon Delta	Palestinian State	org	pos-towards	1.195555555555556	He totally and completely demolished the chances at an international recognition of the Palestinian State in the upcoming UN General Assembly.	2011-05-20T13:58:00
Epsilon Delta	UN General Assembly	org	pos-towards	0.6822222222222223	He totally and completely demolished the chances at an international recognition of the Palestinian State in the upcoming UN General Assembly.	2011-05-20T13:58:00
Epsilon Delta	Middle East	loc	pos-towards	1.4444444444444446	He said nothing about Jerusalem, and nothing about 7,000,000 refugees that rot in camps across the Middle East.	2011-05-20T13:58:00
Epsilon Delta	Israeli	per	pos-towards	0.6666666666666661	Even Israeli prime ministers have said this stuff before.	2011-05-20T13:58:00
Epsilon Delta	Dennis Kucinich	per	pos-towards	1.6000000000000005	You can all go back to sleep and stop worrying.	2011-05-20T13:58:00
Epsilon Delta	Vern	per	pos-towards	1.6000000000000005	Here, let me show you, just so that you guys can sleep a little better at night:	2011-05-20T13:58:00
Epsilon Delta	rockets	wea	pos-towards	0.7055555555555548	- Pop bottle rockets	2011-05-20T13:58:00
Epsilon Delta	militias	per	pos-towards	0.6666666666666661	- Among top 10 rag-tag militias	2011-05-20T13:58:00
Epsilon Delta	Israel Asswipe	gpe	pos-towards	1.0555555555555554	Israel is perfectly fine!	2011-05-20T13:58:00
Epsilon Delta	Israel Asswipe	gpe	pos-towards	1.5766666666666662	Israel is basically 20 times richer than the Palestinian Territories and Israeli's are 10 times richer than Palestinians.	2011-05-20T13:58:00
Epsilon Delta	Palestinian Territories	gpe	pos-towards	1.5766666666666662	Israel is basically 20 times richer than the Palestinian Territories and Israeli's are 10 times richer than Palestinians.	2011-05-20T13:58:00
Epsilon Delta	Israeli	per	pos-towards	1.5766666666666662	Israel is basically 20 times richer than the Palestinian Territories and Israeli's are 10 times richer than Palestinians.	2011-05-20T13:58:00
Epsilon Delta	Palestinians	per	pos-towards	1.5766666666666662	Israel is basically 20 times richer than the Palestinian Territories and Israeli's are 10 times richer than Palestinians.	2011-05-20T13:58:00
Epsilon Delta	Hamas	org	pos-towards	0.5577777777777779	Their military expenditures equal the entire domestic product of the Palestinian "economy." Israel's got nukes, Hamas has pop bottle rockets.	2011-05-20T13:58:00
Epsilon Delta	Hamas	org	pos-towards	2.0666666666666664	Hopefully they'll finish the job of eliminating every savage man, savage woman, and savage child in all of Palestine sooner rather than later so that all of you can be very happy and be able to flip that channel with a little more peace of mind.	2011-05-20T13:58:00
Epsilon Delta	woman	per	pos-towards	1.506666666666666	Hopefully they'll finish the job of eliminating every savage man, savage woman, and savage child in all of Palestine sooner rather than later so that all of you can be very happy and be able to flip that channel with a little more peace of mind.	2011-05-20T13:58:00
Epsilon Delta	child	per	pos-towards	1.1644444444444444	Hopefully they'll finish the job of eliminating every savage man, savage woman, and savage child in all of Palestine sooner rather than later so that all of you can be very happy and be able to flip that channel with a little more peace of mind.	2011-05-20T13:58:00
Epsilon Delta	all	gpe	pos-towards	1.506666666666666	Hopefully they'll finish the job of eliminating every savage man, savage woman, and savage child in all of Palestine sooner rather than later so that all of you can be very happy and be able to flip that channel with a little more peace of mind.	2011-05-20T13:58:00
Epsilon Delta	Bass	per	pos-towards	1.3900000000000006	Bass is basically saying that there should be no foreign aid to anyone.	2011-05-20T14:59:00
Epsilon Delta	anyone	per	pos-towards	1.3900000000000006	Bass is basically saying that there should be no foreign aid to anyone.	2011-05-20T14:59:00
Epsilon Delta	Israel Asswipe	gpe	pos-towards	0.8999999999999995	2. Israel is over 7 times the size of Rhode Island.	2011-05-20T14:59:00
Epsilon Delta	Rhode Island	gpe	pos-towards	0.8999999999999995	2. Israel is over 7 times the size of Rhode Island.	2011-05-20T14:59:00
Epsilon Delta	Israel Asswipe	gpe	pos-towards	1.988888888888889	I can't quite comprehend why the American tax-payer accepts giving foreign aid to a wealthy and highly developed economy such as Israel, but that's for them to decide.	2011-05-20T14:59:00
Epsilon Delta	Egypt	gpe	pos-towards	1.8488888888888884	I also don't particularly think it a good idea to have given $1.7 billion a year to a brutal dictatorship like Egypt's.	2011-05-20T14:59:00
Epsilon Delta	Jewish	per	pos-towards	1.3900000000000006	Foreign aid should be economic assistance to the poorest of countries, be them Jewish, Arab, Latino, White, Black or Orange.	2011-05-20T14:59:00
Epsilon Delta	world	loc	pos-towards	1.0555555555555554	It's as though Roosevelt had told the world that the US's treatment of blacks in the 40s was fine because they were not being treated like Jews in Germany.	2011-05-20T14:59:00
Epsilon Delta	they	per	pos-towards	1.8488888888888884	It's as though Roosevelt had told the world that the US's treatment of blacks in the 40s was fine because they were not being treated like Jews in Germany.	2011-05-20T14:59:00
Epsilon Delta	Jewish	per	pos-towards	1.8488888888888884	It's as though Roosevelt had told the world that the US's treatment of blacks in the 40s was fine because they were not being treated like Jews in Germany.	2011-05-20T14:59:00
Epsilon Delta	German	gpe	pos-towards	1.8488888888888884	It's as though Roosevelt had told the world that the US's treatment of blacks in the 40s was fine because they were not being treated like Jews in Germany.	2011-05-20T14:59:00
Epsilon Delta	state	gpe	pos-towards	0.6277777777777773	Rights cannot be relative, a state that claims to follow the rule of law can't excuse itself from abuses by pointing to others' behavior, lest it admits to being just as bad.	2011-05-20T14:59:00
Epsilon Delta	nobody	per	pos-towards	0.612222222222222	That's what I tell all my Mexican friends when they're in doubt about whether to go across the frontier - I tell 'em, "Listen, it's nobody's business but the Mexicans where Mexico's borders are!	2011-05-20T17:04:00
Epsilon Delta	Mexicans	per	pos-towards	0.612222222222222	That's what I tell all my Mexican friends when they're in doubt about whether to go across the frontier - I tell 'em, "Listen, it's nobody's business but the Mexicans where Mexico's borders are!	2011-05-20T17:04:00
Epsilon Delta	they	per	pos-towards	1.1566666666666672	And they *gasp* vote in people who claim they will get rid of the illegal settlers in their country!!!	2011-05-20T17:31:00
Epsilon Delta	Muslim	per	pos-towards	1.1566666666666672	And they *gasp* vote in people who claim they will get rid of the illegal settlers in their country!!!	2011-05-20T17:31:00
Epsilon Delta	Americans	per	pos-towards	1.9033333333333324	And that kind of world works perfectly for Americans and Israelis.	2011-05-20T17:31:00
Epsilon Delta	German	gpe	pos-towards	0.612222222222222	This one crazy ass motherfucker in Germany wanted to take over Europe, he unleashed a massive wave of death and destruction over the entire world until he was finally stopped in 1945.	2011-05-20T18:20:00
Epsilon Delta	he	per	pos-towards	0.9155555555555566	This one crazy ass motherfucker in Germany wanted to take over Europe, he unleashed a massive wave of death and destruction over the entire world until he was finally stopped in 1945.	2011-05-20T18:20:00
Epsilon Delta	world	loc	pos-towards	0.9155555555555566	This one crazy ass motherfucker in Germany wanted to take over Europe, he unleashed a massive wave of death and destruction over the entire world until he was finally stopped in 1945.	2011-05-20T18:20:00
Epsilon Delta	nations	gpe	pos-towards	1.3355555555555556	Then, most independent states and nations came together to draft a few documents so that it wouldn't happen again, and they called this the UN Charter, the Geneva Conventions, and the Universal Declaration of Human Rights.	2011-05-20T18:20:00
Epsilon Delta	They	gpe	pos-towards	0.08333333333333393	They wanted countries to know that there would be consequences if they engaged in geographic revisionism.	2011-05-20T18:20:00
Epsilon Delta	B. Hussein	per	pos-towards	1.3355555555555556	If Hitler could have conquered all of Europe, more power to him.	2011-05-20T18:20:00
Epsilon Delta	France	gpe	pos-towards	1.7633333333333336	France and the UK were silly to declare war based on Poland.	2011-05-20T18:20:00
Epsilon Delta	Soviet Union	gpe	pos-towards	0.7988888888888894	The Soviet Union was justified in virtually annexing all of Eastern Europe too, because Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	Saddam Hussein	per	pos-towards	1.3355555555555556	Saddam should have been allowed to conquer and annex Kuwait, because Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	Kuwait	gpe	pos-towards	1.3355555555555556	Saddam should have been allowed to conquer and annex Kuwait, because Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	China	gpe	pos-towards	0.7055555555555548	If Japan can conquer and annex China and Southeast Asia, it is good, because Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	Barack HUSSEIN Obama	per	pos-towards	1.304444444444444	And most important of all, American can do whatever it pleases, because Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	Germans	per	pos-towards	1.3200000000000003	Hitler could murder all the Jews in Germany, because there were more Germans and they were more powerful: Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	they	per	pos-towards	1.3200000000000003	Hitler could murder all the Jews in Germany, because there were more Germans and they were more powerful: Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	Rwanda	gpe	pos-towards	0.9155555555555566	Hutus were more numerous and more powerful in Rwanda than Tutsis, they were right in destroying them: Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	Tutsis	per	pos-towards	0.9155555555555566	Hutus were more numerous and more powerful in Rwanda than Tutsis, they were right in destroying them: Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	they	per	pos-towards	1.0166666666666666	Hutus were more numerous and more powerful in Rwanda than Tutsis, they were right in destroying them: Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	China	gpe	pos-towards	1.3200000000000003	China is more powerful than Tibet: Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	Tibet	gpe	pos-towards	1.3200000000000003	China is more powerful than Tibet: Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	Turkey	gpe	pos-towards	1.3200000000000003	Turkey was more powerful than Armenia, it had a right to destroy Armenians because: Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	Armenia	gpe	pos-towards	1.3200000000000003	Turkey was more powerful than Armenia, it had a right to destroy Armenians because: Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	Turkey	gpe	pos-towards	0.5577777777777779	Turkey was more powerful than Armenia, it had a right to destroy Armenians because: Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	states	gpe	pos-towards	0.5577777777777779	Totalitarian states had the right to do what they wanted to their populations, because Might makes Right.	2011-05-20T18:20:00
Epsilon Delta	West Bank	loc	pos-towards	1.358888888888889	This is the basic premise behind those that support Israel's "rights" in the West Bank and Gaza, and I at least appreciate that the Hawk is honest and consistent in his view: Might makes Right.	2011-05-20T18:20:00
Richard-H	them	gpe	neg-towards	-2.724444444444445	Let them slaughter each other.	2011-05-20T14:18:00
Richard-H	other	per	neg-towards	-2.724444444444445	Let them slaughter each other.	2011-05-20T14:18:00
Richard-H	Palestinians	per	pos-towards	1.3900000000000006	should stop all aid and diplomatic relations with both Isreal and the Palestinians.	2011-05-20T14:18:00
Richard-H	Lloyd George	per	pos-towards	2.0199999999999996	Neither are our allies or our friends.	2011-05-20T14:18:00
BluesMistress	Borders	org	neg-towards	-1.4566666666666666	If Obama is so Fucking worried about Borders and Securing them he really should start with Our USA southern border.	2011-05-20T14:23:00
BluesMistress	B. Hussein	per	neg-towards	-2.1255555555555556	I hope that it Now Very Clear to All that this man sitting in Our WH with his feet on Our historic desk of the oval office is most certainly a liar and fraud.	2011-05-20T14:23:00
BluesMistress	office	org	neg-towards	-0.37555555555555564	I hope that it Now Very Clear to All that this man sitting in Our WH with his feet on Our historic desk of the oval office is most certainly a liar and fraud.	2011-05-20T14:23:00
BluesMistress	Barack HUSSEIN Obama	per	neg-towards	0.06777777777777771	FUCK Obama ~ and his commie marxist friends too.	2011-05-20T14:23:00
BluesMistress	Barack HUSSEIN Obama	per	pos-towards	1.887777777777778	If Obama is so Fucking worried about Borders and Securing them he really should start with Our USA southern border.	2011-05-20T14:23:00
BluesMistress	Borders	org	pos-towards	1.887777777777778	If Obama is so Fucking worried about Borders and Securing them he really should start with Our USA southern border.	2011-05-20T14:23:00
BluesMistress	office	org	pos-towards	0.822222222222222	I hope that it Now Very Clear to All that this man sitting in Our WH with his feet on Our historic desk of the oval office is most certainly a liar and fraud.	2011-05-20T14:23:00
BluesMistress	B. Hussein	per	pos-towards	0.7755555555555551	I hope that it Now Very Clear to All that this man sitting in Our WH with his feet on Our historic desk of the oval office is most certainly a liar and fraud.	2011-05-20T14:23:00
NYcarbineer	Israel Asswipe	gpe	pos-towards	1.0166666666666666	the right in Israel has a death wish.	2011-05-20T14:40:00
NYcarbineer	Dennis Kucinich	per	pos-towards	0.6200000000000001	...how many of you ever noticed that almost all the Neocons who got us into the mess in Iraq were either	2011-05-20T14:44:00
NYcarbineer	Lloyd George	per	pos-towards	0.6200000000000001	...how many of you ever noticed that almost all the Neocons who got us into the mess in Iraq were either	2011-05-20T14:44:00
NYcarbineer	Iraq	gpe	pos-towards	0.6200000000000001	...how many of you ever noticed that almost all the Neocons who got us into the mess in Iraq were either	2011-05-20T14:44:00
Mr Clean	Someone	per	pos-towards	1.040000000000001	Someone should tell Israel not to bite the hand that feeds them.	2011-05-20T14:42:00
Mr Clean	Israel Asswipe	gpe	pos-towards	1.040000000000001	Someone should tell Israel not to bite the hand that feeds them.	2011-05-20T14:42:00
Tank	Palestinians	per	neg-towards	-2.2188888888888885	Even if Israel never existed, Palestinians would still be a very violent people	2011-05-20T17:12:00
skookerasbil	Barack HUSSEIN Obama	per	neg-towards	-1.8144444444444443	Id have paid good money to be in that room to hear Netenyahu scold the shit out of Obama today	2011-05-20T17:44:00
skookerasbil	B. Hussein	per	neg-towards	-0.2900000000000005	The man has balls..........polar opposite of the man he met with today.	2011-05-20T17:55:00
skookerasbil	guys	per	pos-towards	2.5022222222222226	Even far left guys like Weiner are laughing their balls off.	2011-05-20T15:26:00
skookerasbil	Weiner	per	pos-towards	1.094444444444444	Even far left guys like Weiner are laughing their balls off.	2011-05-20T15:26:00
skookerasbil	God	per	pos-towards	2.525555555555556	HOLY MOTHER OF GOD	2011-05-20T18:00:00
Wicked Jester	Barack HUSSEIN Obama	per	neg-towards	-2.6544444444444446	Obama has to go.....The man is a disaster.	2011-05-20T15:29:00
Wicked Jester	B. Hussein	per	neg-towards	-2.6544444444444446	Obama has to go.....The man is a disaster.	2011-05-20T15:29:00
Wicked Jester	Hamas	org	neg-towards	-1.4722222222222223	It's their land......They owe the sqatters nothing, Period!	2011-05-20T16:38:00
Wicked Jester	Barack HUSSEIN Obama	per	neg-towards	-1.6199999999999997	And, Obama just stepped on his dick, big time.......Netanyahu schooled his ignorant ass, and clearly showed who the true leader was, on camera, right before the worlds eyes.	2011-05-20T16:38:00
Wicked Jester	who	per	neg-towards	-1.4955555555555553	He looked drained.....Looked like a lil' kid who spent all morning crying in his room after being diciplined.	2011-05-20T16:48:00
Wicked Jester	room	fac	neg-towards	-1.4955555555555553	He looked drained.....Looked like a lil' kid who spent all morning crying in his room after being diciplined.	2011-05-20T16:48:00
Wicked Jester	Barack HUSSEIN Obama	per	neg-towards	-2.6077777777777778	Now, i'm embarrassed by the fact that Obama has continually failed on so many levels.....And now, he made this entire country look bad, on camera, right before the very world.	2011-05-20T16:54:00
Wicked Jester	GOP	org	neg-towards	-0.46111111111111125	This meeting should be plastered in every GOP campaign ad right up until election day.....It clearly shows a true leader, schooling a lil' ignorant fool.	2011-05-20T16:54:00
Wicked Jester	palestinians	per	neg-towards	-1.7055555555555557	Yeah, the so called "palestinians" (Jordanian squatters) should be slapped with every sanction available until they just give up and leave....It's not their land.	2011-05-20T17:28:00
Wicked Jester	B. Hussein	per	neg-towards	-0.608888888888889	C'mon Nic, your boy made an ass of himself on the worlds stage......Netanyahu schooled him........Looked him in the eye, and basically told him, SCREW YOU!.....Now, let me give you a lil' history lesson, SON!	2011-05-20T17:31:00
Wicked Jester	Barack HUSSEIN Obama	per	neg-towards	-2.1799999999999997	Obama has to go.....He's an embarrassment on so many levels.	2011-05-20T17:31:00
Wicked Jester	Joe Biden	per	neg-towards	-1.5422222222222217	Biden's a fuckin' idiot.........Obama's a fuckin' idiot.	2011-05-20T17:50:00
Wicked Jester	Barack HUSSEIN Obama	per	neg-towards	-1.5422222222222217	Biden's a fuckin' idiot.........Obama's a fuckin' idiot.	2011-05-20T17:50:00
Wicked Jester	Dennis Kucinich	per	neg-towards	-1.83	Who's pissed off about it?....Better put up links, or you are just lying yet again....I'm getting tired of you liberals lying your asses off up here.	2011-05-20T19:30:00
Wicked Jester	liberals	per	neg-towards	-1.83	Who's pissed off about it?....Better put up links, or you are just lying yet again....I'm getting tired of you liberals lying your asses off up here.	2011-05-20T19:30:00
Wicked Jester	Benny Netanyahu	per	neg-towards	-1.5577777777777775	Presented himself as the leader Obama will never be.......And it's quite interesting to now know that Netanyahu tore Hillary a new asshole on the phone last night after Obama's ignorant display of pure hogwash.	2011-05-20T19:30:00
Wicked Jester	Hillary	per	neg-towards	-1.5577777777777775	Presented himself as the leader Obama will never be.......And it's quite interesting to now know that Netanyahu tore Hillary a new asshole on the phone last night after Obama's ignorant display of pure hogwash.	2011-05-20T19:30:00
Wicked Jester	Barack HUSSEIN Obama	per	neg-towards	-1.4799999999999995	Presented himself as the leader Obama will never be.......And it's quite interesting to now know that Netanyahu tore Hillary a new asshole on the phone last night after Obama's ignorant display of pure hogwash.	2011-05-20T19:30:00
Wicked Jester	GOP	org	neg-towards	-0.46111111111111125	They should be in every GOP campaign ad from now until election......Just to say, "Look, this is OUR so-called leader being made mince meat of by a TRUE leader.....This is our leader, in just one more example of making a mockery of our great country."	2011-05-20T19:30:00
Wicked Jester	Australian	gpe	neg-towards	-1.7055555555555557	They should be in every GOP campaign ad from now until election......Just to say, "Look, this is OUR so-called leader being made mince meat of by a TRUE leader.....This is our leader, in just one more example of making a mockery of our great country."	2011-05-20T19:30:00
Wicked Jester	Australian	gpe	neg-towards	-2.1799999999999997	Todays spectacle was a complete embarrassment.......He is nothing but an embarrassment to this great country...From the Beer summit after he abjectly stepped on his dick.	2011-05-20T23:49:00
Wicked Jester	B. Hussein	per	neg-towards	-1.2777777777777777	To this display of a TRUE leader smacking him down and educating him, he has to go.........The man is not a leader........He's been nothing but a steady stream of embarrassing.	2011-05-20T23:49:00
Wicked Jester	Middle East	loc	neg-towards	-0.20444444444444487	area, many Jewish leaders are hammering him.	2011-05-21T00:02:00
Wicked Jester	B. Hussein	per	neg-towards	-0.20444444444444487	area, many Jewish leaders are hammering him.	2011-05-21T00:02:00
Wicked Jester	B. Hussein	per	neg-towards	-1.8688888888888888	He's got problems....These people who think Bin Laden is all he needs, are seriously delusional.	2011-05-21T00:02:00
Wicked Jester	people	per	neg-towards	-1.4411111111111108	He's got problems....These people who think Bin Laden is all he needs, are seriously delusional.	2011-05-21T00:02:00
Wicked Jester	Dennis Kucinich	per	neg-towards	-2.1799999999999997	You're an embarrassment to this great country, and your race, PUNK!	2011-05-21T00:07:00
Wicked Jester	Australian	gpe	neg-towards	-2.1799999999999997	You're an embarrassment to this great country, and your race, PUNK!	2011-05-21T00:07:00
Wicked Jester	Dennis Kucinich	per	neg-towards	-2.405555555555556	And, I fully get your hatred of Jews.......Many blacks are generally racist towards Jews so, nothing to see here. <img src="http://www.usmessageboard.com/images/smilies/eusa_whistle.gif"/>	2011-05-21T00:18:00
Wicked Jester	Jewish	per	neg-towards	-2.46	And, I fully get your hatred of Jews.......Many blacks are generally racist towards Jews so, nothing to see here. <img src="http://www.usmessageboard.com/images/smilies/eusa_whistle.gif"/>	2011-05-21T00:18:00
Wicked Jester	blacks	per	neg-towards	-2.405555555555556	And, I fully get your hatred of Jews.......Many blacks are generally racist towards Jews so, nothing to see here. <img src="http://www.usmessageboard.com/images/smilies/eusa_whistle.gif"/>	2011-05-21T00:18:00
Wicked Jester	Synthaholic	per	neg-towards	-2.04	In fact, I said it WAS an insult, but it isn't a racial slam, like Phoney Jester saying he could buy and sell Bass like a Plantation Owner.	2011-05-21T15:08:00
Wicked Jester	Barack HUSSEIN Obama	per	pos-towards	0.612222222222222	When one listens to Obama speak, and then listens to Netanyahu speak, one has to realize that their is but one leader amongst them, and it is not Barack HUSSEIN Obama.	2011-05-20T15:29:00
Wicked Jester	Benny Netanyahu	per	pos-towards	0.5966666666666676	And, Obama just stepped on his dick, big time.......Netanyahu schooled his ignorant ass, and clearly showed who the true leader was, on camera, right before the worlds eyes.	2011-05-20T16:38:00
Wicked Jester	B. Hussein	per	pos-towards	1.934444444444444	And, Obama just stepped on his dick, big time.......Netanyahu schooled his ignorant ass, and clearly showed who the true leader was, on camera, right before the worlds eyes.	2011-05-20T16:38:00
Wicked Jester	Barack HUSSEIN Obama	per	pos-towards	1.8488888888888884	He looked drained.....Looked like a lil' kid who spent all morning crying in his room after being diciplined.	2011-05-20T16:48:00
Wicked Jester	kid	per	pos-towards	1.8488888888888884	He looked drained.....Looked like a lil' kid who spent all morning crying in his room after being diciplined.	2011-05-20T16:48:00
Wicked Jester	He	per	pos-towards	1.934444444444444	He's got to go.......He's no leader.	2011-05-20T16:48:00
Wicked Jester	B. Hussein	per	pos-towards	0.7366666666666664	Jealous of what?......He made a good call, after the intelligence community used many years of hard work to catch that fucker.	2011-05-20T16:54:00
Wicked Jester	Barack HUSSEIN Obama	per	pos-towards	1.0166666666666666	Now, i'm embarrassed by the fact that Obama has continually failed on so many levels.....And now, he made this entire country look bad, on camera, right before the very world.	2011-05-20T16:54:00
Wicked Jester	world	loc	pos-towards	1.0166666666666666	Now, i'm embarrassed by the fact that Obama has continually failed on so many levels.....And now, he made this entire country look bad, on camera, right before the very world.	2011-05-20T16:54:00
Wicked Jester	Mitt Romney	per	pos-towards	0.822222222222222	This meeting should be plastered in every GOP campaign ad right up until election day.....It clearly shows a true leader, schooling a lil' ignorant fool.	2011-05-20T16:54:00
Wicked Jester	B. Hussein	per	pos-towards	1.094444444444444	We all watched a true leader today......His name is Netanyahu.........He's the guy who made Obama look like a clown.	2011-05-20T17:50:00
